Alert Name,Severity,Executive Summary,Status,Category,Action Taken,Hour,Minute,DayOfWeek,IsWeekend,Protocol,Port,Src_Private,Dst_Private,Same_Subnet,keyword_count,has_malware_kw,has_recon_kw,has_policy_kw,severity_ordinal,port_num,high_risk_port,off_hours,flow_count,bytes_transferred,duration_sec
UDA - Trojan Horse Traffic,Low,Host 192.168.8.43 shows port scan detected communication with 192.168.15.177 over UDP port 8080. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,14,2,3,0,UDP,8080,1,1,0,3,0,1,0,0,8080,0,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.25.147 shows malware beaconing communication with 192.168.19.14 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,21,59,5,1,UDP,80,1,1,0,3,1,0,0,2,80,0,0,0,0,0
Suspicious DNS Query,High,Host 192.168.12.184 shows port scan detected communication with 192.168.3.16 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,0,30,2,0,UDP,53,1,1,0,3,0,1,0,2,53,0,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.29.156 shows suspicious dns query communication with 192.168.9.216 over UDP port 80. ,Legitimate,Benign Activity,No Action Required,13,3,1,0,UDP,80,1,1,0,0,0,0,0,0,80,0,0,0,0,0
Suspicious DNS Query,High,Host 192.168.4.225 shows unauthorized access attempt communication with 192.168.5.113 over UDP port 8080. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,5,8,3,0,UDP,8080,1,1,0,3,0,0,1,2,8080,0,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.11.19 shows suspicious dns query communication with 192.168.1.196 over ICMP port 443. ,Malicious,False Positive,Closed,23,54,2,0,ICMP,443,1,1,0,0,0,0,0,2,443,0,0,0,0,0
Port Scan Detected,Medium,Host 192.168.10.215 shows port scan detected communication with 192.168.1.235 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,18,34,3,0,UDP,53,1,1,0,3,0,1,0,1,53,0,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.12.68 shows uda - trojan horse traffic communication with 192.168.23.52 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,12,41,5,1,UDP,22,1,1,0,3,1,0,0,3,22,1,0,0,0,0
Brute Force Attempt,Low,Host 192.168.30.20 shows uda - trojan horse traffic communication with 192.168.6.191 over TCP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,10,2,0,TCP,8080,1,1,0,3,1,0,0,0,8080,0,1,0,0,0
Anomalous SSH Activity,Low,Host 192.168.5.168 shows anomalous ssh activity communication with 192.168.2.27 over UDP port 1492. ,Legitimate,Policy Violation,Escalated,15,55,4,0,UDP,1492,1,1,0,1,0,0,1,0,1492,1,0,0,0,0
Malware Beaconing,Critical,Host 192.168.2.46 shows unauthorized access attempt communication with 192.168.15.179 over ICMP port 8080. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,10,34,5,1,ICMP,8080,1,1,0,3,0,0,1,3,8080,0,0,0,0,0
Brute Force Attempt,High,Host 192.168.5.15 shows suspicious dns query communication with 192.168.28.5 over UDP port 8080. ,Malicious,False Positive,Closed,1,44,4,0,UDP,8080,1,1,0,0,0,0,0,2,8080,0,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.8.153 shows uda - trojan horse traffic communication with 192.168.22.47 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,1,44,1,0,ICMP,5900,1,1,0,3,1,0,0,3,5900,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.4.104 shows uda - trojan horse traffic communication with 192.168.26.131 over TCP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,19,29,1,0,TCP,80,1,1,0,3,1,0,0,1,80,0,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.6.51 shows suspicious dns query communication with 192.168.11.242 over TCP port 5900. ,Malicious,False Positive,Closed,12,25,0,0,TCP,5900,1,1,0,0,0,0,0,3,5900,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.6.192 shows brute force attempt communication with 192.168.19.244 over TCP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,19,7,0,0,TCP,1492,1,1,0,1,0,1,0,1,1492,1,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.2.11 shows brute force attempt communication with 192.168.29.197 over UDP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,14,24,1,0,UDP,443,1,1,0,1,0,1,0,1,443,0,0,0,0,0
Brute Force Attempt,Low,Host 192.168.22.65 shows malware beaconing communication with 192.168.12.173 over ICMP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,20,55,0,0,ICMP,22,1,1,0,3,1,0,0,0,22,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.5.69 shows suspicious dns query communication with 192.168.14.35 over ICMP port 1492. ,Legitimate,Benign Activity,No Action Required,15,2,6,1,ICMP,1492,1,1,0,0,0,0,0,0,1492,1,0,0,0,0
Brute Force Attempt,High,Host 192.168.25.245 shows suspicious dns query communication with 192.168.17.84 over UDP port 5900. ,Malicious,False Positive,Closed,1,25,2,0,UDP,5900,1,1,0,0,0,0,0,2,5900,1,1,0,0,0
Brute Force Attempt,Medium,Host 192.168.7.12 shows anomalous ssh activity communication with 192.168.28.227 over TCP port 443. ,Malicious,Policy Violation,Escalated,23,3,3,0,TCP,443,1,1,0,1,0,0,1,1,443,0,0,0,0,0
Suspicious DNS Query,High,Host 192.168.20.28 shows suspicious dns query communication with 192.168.18.93 over ICMP port 8080. ,Malicious,False Positive,Closed,12,20,3,0,ICMP,8080,1,1,0,0,0,0,0,2,8080,0,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.27.40 shows brute force attempt communication with 192.168.9.54 over UDP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,8,6,6,1,UDP,8080,1,1,0,1,0,1,0,1,8080,0,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.6.123 shows data exfiltration pattern communication with 192.168.14.214 over UDP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,15,9,4,0,UDP,8080,1,1,0,1,1,0,0,3,8080,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.3.236 shows unauthorized access attempt communication with 192.168.8.89 over UDP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,1,56,2,0,UDP,443,1,1,0,3,0,0,1,3,443,0,1,0,0,0
Malware Beaconing,Medium,Host 192.168.2.46 shows suspicious dns query communication with 192.168.28.144 over UDP port 1492. ,Malicious,False Positive,Closed,20,55,1,0,UDP,1492,1,1,0,0,0,0,0,1,1492,1,0,0,0,0
Malware Beaconing,High,Host 192.168.3.174 shows port scan detected communication with 192.168.13.224 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,20,12,1,0,UDP,53,1,1,0,3,0,1,0,2,53,0,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.5.141 shows port scan detected communication with 192.168.29.165 over ICMP port 53. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,11,39,3,0,ICMP,53,1,1,0,3,0,1,0,0,53,0,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.17.213 shows unauthorized access attempt communication with 192.168.6.242 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,7,4,6,1,ICMP,1492,1,1,0,3,0,0,1,1,1492,1,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.12.106 shows port scan detected communication with 192.168.24.92 over TCP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,11,47,6,1,TCP,22,1,1,0,3,0,1,0,0,22,1,0,0,0,0
Port Scan Detected,Critical,Host 192.168.2.112 shows port scan detected communication with 192.168.11.22 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,9,24,0,0,TCP,8080,1,1,0,3,0,1,0,3,8080,0,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.24.4 shows malware beaconing communication with 192.168.19.102 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,11,33,2,0,TCP,5900,1,1,0,3,1,0,0,1,5900,1,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.3.144 shows unauthorized access attempt communication with 192.168.24.181 over UDP port 53. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,8,29,2,0,UDP,53,1,1,0,3,0,0,1,0,53,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.5.148 shows brute force attempt communication with 192.168.18.216 over ICMP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,14,59,4,0,ICMP,8080,1,1,0,1,0,1,0,2,8080,0,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.28.232 shows suspicious dns query communication with 192.168.8.7 over TCP port 80. ,Malicious,False Positive,Closed,9,59,0,0,TCP,80,1,1,0,0,0,0,0,3,80,0,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.17.54 shows unauthorized access attempt communication with 192.168.22.156 over UDP port 8080. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,9,50,3,0,UDP,8080,1,1,0,3,0,0,1,1,8080,0,0,0,0,0
Port Scan Detected,Critical,Host 192.168.30.50 shows data exfiltration pattern communication with 192.168.29.24 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,22,48,2,0,UDP,1492,1,1,0,1,1,0,0,3,1492,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.21.175 shows brute force attempt communication with 192.168.6.124 over TCP port 22. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,21,21,1,0,TCP,22,1,1,0,1,0,1,0,0,22,1,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.17.236 shows unauthorized access attempt communication with 192.168.14.133 over TCP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,7,10,5,1,TCP,22,1,1,0,3,0,0,1,1,22,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.10.15 shows port scan detected communication with 192.168.27.96 over UDP port 3389. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,0,36,2,0,UDP,3389,1,1,0,3,0,1,0,0,3389,1,1,0,0,0
Malware Beaconing,Medium,Host 192.168.18.241 shows port scan detected communication with 192.168.18.18 over ICMP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,22,49,1,0,ICMP,80,1,1,1,3,0,1,0,1,80,0,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.9.106 shows unauthorized access attempt communication with 192.168.24.235 over ICMP port 8080. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,11,17,5,1,ICMP,8080,1,1,0,3,0,0,1,1,8080,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.15.190 shows suspicious dns query communication with 192.168.20.33 over TCP port 22. ,Malicious,False Positive,Closed,9,51,3,0,TCP,22,1,1,0,0,0,0,0,2,22,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.10.57 shows port scan detected communication with 192.168.10.177 over UDP port 443. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,19,48,1,0,UDP,443,1,1,1,3,0,1,0,2,443,0,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.2.166 shows port scan detected communication with 192.168.19.187 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,18,28,6,1,TCP,8080,1,1,0,3,0,1,0,3,8080,0,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.16.2 shows port scan detected communication with 192.168.30.120 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,7,3,0,0,TCP,8080,1,1,0,3,0,1,0,1,8080,0,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.6.75 shows port scan detected communication with 192.168.30.47 over ICMP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,11,56,5,1,ICMP,22,1,1,0,3,0,1,0,0,22,1,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.19.175 shows data exfiltration pattern communication with 192.168.30.178 over TCP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,9,12,4,0,TCP,22,1,1,0,1,1,0,0,0,22,1,0,0,0,0
Port Scan Detected,High,Host 192.168.17.67 shows anomalous ssh activity communication with 192.168.20.29 over TCP port 5900. ,Malicious,Policy Violation,Escalated,23,52,5,1,TCP,5900,1,1,0,1,0,0,1,2,5900,1,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.11.67 shows suspicious dns query communication with 192.168.21.205 over TCP port 3389. ,Malicious,False Positive,Closed,1,36,1,0,TCP,3389,1,1,0,0,0,0,0,3,3389,1,1,0,0,0
Port Scan Detected,Critical,Host 192.168.23.98 shows suspicious dns query communication with 192.168.6.130 over ICMP port 3389. ,Malicious,False Positive,Closed,1,34,2,0,ICMP,3389,1,1,0,0,0,0,0,3,3389,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.9.94 shows brute force attempt communication with 192.168.21.10 over UDP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,3,50,2,0,UDP,22,1,1,0,1,0,1,0,1,22,1,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.3.203 shows malware beaconing communication with 192.168.28.10 over TCP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,9,19,0,0,TCP,80,1,1,0,3,1,0,0,2,80,0,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.29.242 shows data exfiltration pattern communication with 192.168.3.6 over UDP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,5,16,6,1,UDP,53,1,1,0,1,1,0,0,3,53,0,1,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.8.135 shows uda - trojan horse traffic communication with 192.168.9.38 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,11,0,1,0,UDP,3389,1,1,0,3,1,0,0,1,3389,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.21.238 shows uda - trojan horse traffic communication with 192.168.14.177 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,7,36,3,0,UDP,53,1,1,0,3,1,0,0,1,53,0,0,0,0,0
Malware Beaconing,High,Host 192.168.15.131 shows unauthorized access attempt communication with 192.168.4.253 over ICMP port 53. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,8,49,6,1,ICMP,53,1,1,0,3,0,0,1,2,53,0,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.20.134 shows suspicious dns query communication with 192.168.2.134 over TCP port 80. ,Legitimate,Benign Activity,No Action Required,4,45,1,0,TCP,80,1,1,0,0,0,0,0,0,80,0,1,0,0,0
Port Scan Detected,Medium,Host 192.168.13.135 shows data exfiltration pattern communication with 192.168.4.102 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,17,15,0,0,ICMP,22,1,1,0,1,1,0,0,1,22,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.13.8 shows port scan detected communication with 192.168.4.242 over TCP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,20,24,0,0,TCP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Malware Beaconing,High,Host 192.168.7.127 shows port scan detected communication with 192.168.6.216 over TCP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,11,10,3,0,TCP,53,1,1,0,3,0,1,0,2,53,0,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.17.239 shows unauthorized access attempt communication with 192.168.4.198 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,7,4,4,0,ICMP,1492,1,1,0,3,0,0,1,3,1492,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.4.233 shows port scan detected communication with 192.168.17.82 over UDP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,16,40,3,0,UDP,8080,1,1,0,3,0,1,0,2,8080,0,0,0,0,0
Brute Force Attempt,Low,Host 192.168.15.58 shows unauthorized access attempt communication with 192.168.4.91 over ICMP port 80. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,4,36,5,1,ICMP,80,1,1,0,3,0,0,1,0,80,0,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.19.178 shows anomalous ssh activity communication with 192.168.12.107 over TCP port 1492. ,Legitimate,Policy Violation,Escalated,3,54,2,0,TCP,1492,1,1,0,1,0,0,1,0,1492,1,1,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.30.246 shows malware beaconing communication with 192.168.22.190 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,19,55,6,1,UDP,1492,1,1,0,3,1,0,0,2,1492,1,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.29.171 shows uda - trojan horse traffic communication with 192.168.10.63 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,10,1,6,1,UDP,3389,1,1,0,3,1,0,0,2,3389,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.13.165 shows data exfiltration pattern communication with 192.168.11.111 over ICMP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,19,52,0,0,ICMP,8080,1,1,0,1,1,0,0,3,8080,0,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.13.214 shows uda - trojan horse traffic communication with 192.168.6.131 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,2,18,4,0,UDP,22,1,1,0,3,1,0,0,1,22,1,1,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.21.121 shows data exfiltration pattern communication with 192.168.17.37 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,13,15,1,0,ICMP,5900,1,1,0,1,1,0,0,3,5900,1,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.12.176 shows unauthorized access attempt communication with 192.168.2.20 over ICMP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,11,58,2,0,ICMP,3389,1,1,0,3,0,0,1,1,3389,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.7.33 shows port scan detected communication with 192.168.25.33 over UDP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,22,40,6,1,UDP,5900,1,1,0,3,0,1,0,1,5900,1,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.8.202 shows brute force attempt communication with 192.168.3.129 over UDP port 80. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,15,49,5,1,UDP,80,1,1,0,1,0,1,0,3,80,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.10.182 shows malware beaconing communication with 192.168.12.184 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,13,31,1,0,ICMP,8080,1,1,0,3,1,0,0,2,8080,0,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.27.133 shows anomalous ssh activity communication with 192.168.6.176 over TCP port 80. ,Malicious,Policy Violation,Escalated,5,57,5,1,TCP,80,1,1,0,1,0,0,1,1,80,0,1,0,0,0
Suspicious DNS Query,Critical,Host 192.168.18.155 shows unauthorized access attempt communication with 192.168.27.146 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,16,44,2,0,TCP,1492,1,1,0,3,0,0,1,3,1492,1,0,0,0,0
Malware Beaconing,Critical,Host 192.168.22.3 shows brute force attempt communication with 192.168.21.79 over ICMP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,10,20,3,0,ICMP,443,1,1,0,1,0,1,0,3,443,0,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.8.144 shows unauthorized access attempt communication with 192.168.18.238 over UDP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,8,43,6,1,UDP,22,1,1,0,3,0,0,1,2,22,1,0,0,0,0
